code,name,icao,iata,wmo,msc_id,country,province_territory,lat,lon,station_type,sources_available,data_provider
CWFZ,FORT RELIANCE (AUT),CWFZ,CWFZ,71160,2201903,Canada,NT,62.711303,-109.168219,airport,geomet,MSC
CWGB,BALLENAS ISLAND,CWGB,CWGB,71769,1020590,Canada,BC,49.350581,-124.160523,airport,geomet,MSC
CWGD,GODERICH,CWGD,CWGD,71261,6122847,Canada,ON,43.764791,-81.712275,airport,geomet,MSC
CWGF,GARDEN RIVER,CWGF,CWGF,71253,307KPFP,Canada,AB,58.7108,-113.8665,airport,geomet,MSC
CWGH,GRENADIER ISLAND,CWGH,CWGH,71281,6103024,Canada,ON,44.455,-75.862,airport,geomet,MSC
CWGM,WATERTON PARK GATE,CWGM,CWGM,71154,3056214,Canada,AB,49.131256,-113.808608,airport,geomet,MSC
CWGN,GRETNA (AUT),CWGN,CWGN,71441,5021220,Canada,MB,49.030841,-97.560191,airport,geomet,MSC
CWGP,PEMBERTON CS,CWGP,CWGP,71777,1086082,Canada,BC,50.305556,-122.733889,airport,geomet,MSC
CWGR,ILES DE LA MADELEINE,CWGR,CWGR,71710,7053KGR,Canada,QC,47.425132,-61.774659,airport,geomet,MSC
CWGT,SISTERS ISLAND,CWGT,CWGT,71781,1027403,Canada,BC,49.486437,-124.43487,airport,geomet,MSC
CWGW,SPARWOOD CS,CWGW,CWGW,71782,1157631,Canada,BC,49.745,-114.8839,airport,geomet,MSC
CWGX,GILLAM,CWGX,CWGX,73087,5060999,Canada,MB,56.35936,-94.70411,airport,geomet,MSC
CWGY,ESTHER 1,CWGY,CWGY,71240,301B460,Canada,AB,51.6697,-110.2061,airport,geomet,MSC
CWGZ,Grise Fiord,CWGZ,CWGZ,,2402360,Canada,NU,76.4258,-82.9081,airport,geomet,NAV CANADA
CWHC,VANCOUVER HARBOUR CS,CWHC,CWHC,71201,1108446,Canada,BC,49.295348,-123.121687,airport,geomet,MSC
CWHL,HOLLAND ROCK,CWHL,CWHL,71219,1063496,Canada,BC,54.1723,-130.361,airport,geomet,MSC
CWHO,HOPEDALE (AUT),CWHO,CWHO,71900,8502400,Canada,NL,55.45,-60.2167,airport,geomet,MSC
CWHQ,DESCHAMBAULT,CWHQ,CWHQ,71389,7011983,Canada,QC,46.690641,-71.971732,airport,geomet,MSC
CWHT,HAINES JUNCTION,CWHT,CWHT,71505,2100630,Canada,YT,60.772669,-137.580447,airport,geomet,MSC
CWHV,BEAUCEVILLE,CWHV,CWHV,71323,7028754,Canada,QC,46.204894,-70.785096,airport,geomet,MSC
CWID,FORT PROVIDENCE,CWID,CWID,71087,2201799,Canada,NT,61.317323,-117.599568,airport,geomet,MSC
CWIG,ISLE AUX GRUES,CWIG,CWIG,,701LBPH,Canada,QC,47.073513,-70.532908,airport,geomet,MSC
CWII,VICTORIA BEACH (AUT),CWII,CWII,71552,5032951,Canada,MB,50.694442,-96.562477,airport,geomet,MSC
CWIJ,LUPIN CS,CWIJ,CWIJ,71470,230N002,Canada,NU,65.755618,-111.245862,airport,geomet,MSC
CWIK,BROADVIEW,CWIK,CWIK,71861,4010879,Canada,SK,50.375747,-102.569282,airport,geomet,MSC
CWIP,POINTE NOIRE CS,CWIP,CWIP,71390,704Q003,Canada,QC,50.162399,-66.433959,airport,geomet,MSC
CWIS,CHARLEVOIX (MRC),CWIS,CWIS,71319,7041312,Canada,QC,47.284039,-70.637251,airport,geomet,MSC
CWIT,STE-CLOTILDE,CWIT,CWIT,71614,7027039,Canada,QC,45.166722,-73.6782,airport,geomet,MSC
CWIW,WATROUS EAST,CWIW,CWIW,71511,4018642,Canada,SK,51.667115,-105.398394,airport,geomet,MSC
CWIX,MISTOOK,CWIX,CWIX,71381,7065012,Canada,QC,48.598333,-71.715944,airport,geomet,MSC
CWIZ,L'ACADIE,CWIZ,CWIZ,71372,702LED4,Canada,QC,45.293967,-73.349847,airport,geomet,MSC
CWJB,STE-FOY (U. LAVAL),CWJB,CWJB,71392,701Q004,Canada,QC,46.780269,-71.287447,airport,geomet,MSC
CWJC,ENNADAI LAKE (AUT),CWJC,CWJC,71923,2301102,Canada,NU,61.131511,-100.883392,airport,geomet,MSC
CWJD,GRAND RAPIDS (AUT),CWJD,CWJD,71858,5031A10,Canada,MB,53.186681,-99.26813,airport,geomet,MSC
CWJH,SOUTHEND,CWJH,CWJH,71451,4067655,Canada,SK,56.337567,-103.286918,airport,geomet,MSC
CWJI,ASSINIBOIA AIRPORT,CWJI,CWJI,71487,4020286,Canada,SK,49.729471,-105.946243,airport,geomet,MSC
CWJL,FORT LIARD,CWJL,CWJL,71497,2201579,Canada,NT,60.235775,-123.472672,airport,geomet,MSC
CWJO,JONQUIERE,CWJO,CWJO,71617,7063370,Canada,QC,48.425026,-71.142508,airport,geomet,MSC
CWJR,CRESTON CAMPBELL SCIENTIFIC,CWJR,CWJR,71770,114B1F0,Canada,BC,49.081663,-116.500765,airport,geomet,MSC
CWJU,LANGARA ISLAND RCS,CWJU,CWJU,71903,1054503,Canada,BC,54.2553,-133.0583,airport,geomet,MSC
CWJV,VERNON AUTO,CWJV,CWJV,71115,1128582,Canada,BC,50.2233,-119.1936,airport,geomet,MSC
CWJW,JASPER WARDEN,CWJW,CWJW,71486,3053536,Canada,AB,52.926565,-118.029763,airport,geomet,MSC
CWJX,LEADER AIRPORT,CWJX,CWJX,71459,402DAF0,Canada,SK,50.876341,-109.501379,airport,geomet,MSC
CWKA,GRIEF POINT,CWKA,CWKA,,1043304,Canada,BC,49.800417,-124.518778,airport,geomet,MSC
CWKB,CORNER BROOK,CWKB,CWKB,71973,8401298,Canada,NL,48.93519,-57.909741,airport,geomet,MSC
CWKD,BONNARD 1,CWKD,CWKD,71383,7060826,Canada,QC,50.7289,-71.0131,airport,geomet,MSC
CWKF,LILLOOET,CWKF,CWKF,71999,1114619,Canada,BC,50.683714,-121.93411,airport,geomet,MSC
CWKG,KEJIMKUJIK 1,CWKG,CWKG,71599,8202592,Canada,NS,44.403155,-65.203064,airport,geomet,MSC
CWKK,LITTLE FLATLAND ISLAND (AUT),CWKK,CWKK,71468,6049470,Canada,ON,49.689923,-88.305732,airport,geomet,MSC
CWKO,ROCKGLEN (AUT),CWKO,CWKO,71135,4036844,Canada,SK,49.167983,-105.979313,airport,geomet,MSC
CWKV,Hope Slide,CWKV,CWKV,,1113582,Canada,BC,49.2833,-121.233,airport,geomet,NAV CANADA
CWKX,DEASE LAKE (AUT),CWKX,CWKX,71222,119BLM0,Canada,BC,58.425953,-130.024949,airport,geomet,MSC
CWLB,LAC LA BICHE CLIMATE,CWLB,CWLB,71316,3063686,Canada,AB,54.7689,-112.0236,airport,geomet,MSC
CWLC,LUCY ISLAND LIGHTSTATION,CWLC,CWLC,71220,1064728,Canada,BC,54.295897,-130.608628,airport,geomet,MSC
CWLE,LUCKY LAKE,CWLE,CWLE,71455,4024714,Canada,SK,50.95,-107.15,airport,geomet,MSC
CWLG,LITTLE CHICAGO,CWLG,CWLG,71164,220B6Q3,Canada,NT,67.179326,-130.228035,airport,geomet,MSC
CWLJ,MEADOW LAKE,CWLJ,CWLJ,71970,406N0NM,Canada,SK,54.128616,-108.510957,airport,geomet,MSC
CWLM,VICTORIA GONZALES CS,CWLM,CWLM,71200,1018611,Canada,BC,48.413302,-123.324775,airport,geomet,MSC
CWLP,HERBERT ISLAND (AUT),CWLP,CWLP,71485,1063461,Canada,BC,50.9399,-127.6322,airport,geomet,MSC
CWLS,MOUNT FOREST,CWLS,CWLS,71631,6145504,Canada,ON,43.989419,-80.744694,airport,geomet,MSC
CWLV,WASKESIU LAKE,CWLV,CWLV,71454,4068559,Canada,SK,53.914831,-106.069792,airport,geomet,MSC
CWLY,Lytton,CWLY,CWLY,71812,1114738,Canada,BC,50.2333,-121.567,airport,geomet,NAV CANADA
CWME,CATHEDRAL POINT (AUT),CWME,CWME,71482,1061458,Canada,BC,52.187475,-127.471103,airport,geomet,MSC
CWMI,MISCOU ISLAND (AUT),CWMI,CWMI,71719,8103050,Canada,NB,48.008944,-64.494237,airport,geomet,MSC
CWMJ,MANIWAKI AIRPORT,CWMJ,CWMJ,71721,7034482,Canada,QC,46.273566,-75.987758,airport,geomet,MSC
CWMM,PITT MEADOWS CS,CWMM,CWMM,71775,1106178,Canada,BC,49.208307,-122.690076,airport,geomet,MSC
CWMQ,MAPLE CREEK,CWMQ,CWMQ,71453,4024919,Canada,SK,49.902487,-109.466414,airport,geomet,MSC
CWMT,WHATI,CWMT,CWMT,71163,2202678,Canada,NT,63.1343,-117.244497,airport,geomet,MSC
CWMX,MILDRED LAKE,CWMX,CWMX,71255,3064528,Canada,AB,57.040376,-111.559334,airport,geomet,MSC
CWMZ,WESTERN ISLAND (AUT),CWMZ,CWMZ,71438,6119M51,Canada,ON,45.036759,-80.354358,airport,geomet,MSC
CWNC,COBOURG (AUT),CWNC,CWNC,71431,6151684,Canada,ON,43.9561,-78.151,airport,geomet,MSC
CWNE,NORTH CAPE,CWNE,CWNE,71987,8300516,Canada,PE,47.058128,-63.997069,airport,geomet,MSC
CWNH,RIVIERE-DU-LOUP,CWNH,CWNH,71715,7056616,Canada,QC,47.806084,-69.548447,airport,geomet,MSC
CWNK,CARMAN U OF M CS,CWNK,CWNK,71147,502I001,Canada,MB,49.498195,-98.029732,airport,geomet,MSC
CWNM,NELSON CS,CWNM,CWNM,71776,1145M29,Canada,BC,49.4914,-117.3053,airport,geomet,MSC
CWNO,Pink Mountain,CWNO,CWNO,,1186173,Canada,BC,56.5607,-122.717,airport,geomet,NAV CANADA
CWNP,NAKUSP AIRPORT,CWNP,CWNP,71216,1145297,Canada,BC,50.263627,-117.811614,airport,geomet,MSC
CWNQ,NICOLET,CWNQ,CWNQ,71723,7025442,Canada,QC,46.225979,-72.657072,airport,geomet,MSC
CWNS,NORTHEAST MARGAREE,CWNS,CWNS,73027,8204154,Canada,NS,46.368502,-60.976133,airport,geomet,MSC
CWNV,MACMILLAN PASS,CWNV,CWNV,71990,2100693,Canada,YT,63.24366,-130.037282,airport,geomet,MSC
CWNZ,NAGAGAMI (AUT),CWNZ,CWNZ,71832,6075543,Canada,ON,49.747129,-84.163621,airport,geomet,MSC
CWOC,NEW CARLISLE 1,CWOC,CWOC,71619,7055422,Canada,QC,48.011975,-65.331674,airport,geomet,MSC
CWOD,NORMANDIN,CWOD,CWOD,71379,7065639,Canada,QC,48.841979,-72.54643,airport,geomet,MSC
CWOE,ONEFOUR CDA,CWOE,CWOE,71116,3044923,Canada,AB,49.122958,-110.469033,airport,geomet,MSC
CWOI,IVVAVIK NAT. PARK,CWOI,CWOI,71978,2100660,Canada,YT,69.1644,-140.15,airport,geomet,MSC
CWOJ,OAK POINT MARINE,CWOJ,CWOJ,71144,504K0NM,Canada,MB,50.499494,-98.036614,airport,geomet,MSC
CWOK,ELBOW CS,CWOK,CWOK,71450,4022359,Canada,SK,51.125731,-106.582299,airport,geomet,MSC
CWON,DAWSON,CWON,CWON,71966,2100LRP,Canada,YT,64.044442,-139.126937,airport,geomet,MSC
CWOO,MCCREARY,CWOO,CWOO,71149,5043158,Canada,MB,50.711861,-99.530045,airport,geomet,MSC
CWOY,WYNYARD (AUT),CWOY,CWOY,71865,40190LN,Canada,SK,51.765816,-104.19242,airport,geomet,MSC
CWPA,HENDRICKSON CREEK,CWPA,CWPA,71979,3063135,Canada,AB,53.794258,-118.444831,airport,geomet,MSC
CWPC,PORT COLBORNE (AUT),CWPC,CWPC,71463,613F606,Canada,ON,42.8667,-79.25,airport,geomet,MSC
CWPD,L'ETAPE,CWPD,CWPD,71382,7015791,Canada,QC,47.562227,-71.22901,airport,geomet,MSC
CWPE,POINT LEPREAU CS,CWPE,CWPE,71699,8104201,Canada,NB,45.059305,-66.457924,airport,geomet,MSC
CWPF,ESQUIMALT HARBOUR,CWPF,CWPF,71798,1012710,Canada,BC,48.431972,-123.439333,airport,geomet,MSC
CWPG,PORTAGE SOUTHPORT,CWPG,CWPG,71851,5012324,Canada,MB,49.903044,-98.283776,airport,geomet,MSC
CWPK,PARENT,CWPK,CWPK,71726,7075800,Canada,QC,47.922492,-74.624283,airport,geomet,MSC
CWPL,PICKLE LAKE (AUT),CWPL,CWPL,71835,6016525,Canada,ON,51.4492,-90.2181,airport,geomet,MSC
CWPN,PEMBERTON AIRPORT (WINDS),CWPN,CWPN,,1086081,Canada,BC,50.30251,-122.742199,airport,geomet,MSC
CWPO,PILOT MOUND (AUT),CWPO,CWPO,71148,5022125,Canada,MB,49.187931,-98.906368,airport,geomet,MSC
CWPR,PRINCETON CS,CWPR,CWPR,71032,112FN0M,Canada,BC,49.465159,-120.514858,airport,geomet,MSC
CWPS,LONG POINT (AUT),CWPS,CWPS,71464,6134F10,Canada,ON,42.5486,-80.0494,airport,geomet,MSC
CWPU,PUNTZI MOUNTAIN AIRPORT (AUT),CWPU,CWPU,71050,1086558,Canada,BC,52.108869,-124.152797,airport,geomet,MSC
CWPZ,BURNS LAKE DECKER LAKE,CWPZ,CWPZ,71952,1091174,Canada,BC,54.383092,-125.95879,airport,geomet,MSC
CWQB,QUEBEC/JEAN LESAGE INTL,CWQB,CWQB,71714,701S001,Canada,QC,46.803625,-71.381678,airport,geomet,MSC
CWQC,PORT ALBERNI AIRPORT (AUT),CWQC,CWQC,71475,1036B06,Canada,BC,49.316698,-124.926912,airport,geomet,MSC
CWQD,POINTE DE L'ISLET,CWQD,CWQD,71190,7046059,Canada,QC,48.135354,-69.716525,airport,geomet,MSC
CWQF,RABBIT KETTLE,CWQF,CWQF,71980,2203342,Canada,NT,61.9631,-127.2092,airport,geomet,MSC
CWQH,LENNOXVILLE,CWQH,CWQH,71611,7024280,Canada,QC,45.368586,-71.823501,airport,geomet,MSC
CWQK,RACE ROCKS,CWQK,CWQK,71778,1016640,Canada,BC,48.297992,-123.531394,airport,geomet,MSC
CWQL,LETHBRIDGE CDA,CWQL,CWQL,71243,3033890,Canada,AB,49.695142,-112.767712,airport,geomet,MSC
CWQM,CAP-ROUGE,CWQM,CWQM,71186,7041166,Canada,QC,48.374533,-70.535259,airport,geomet,MSC
CWQO,ILE BIQUETTE,CWQO,CWQO,71385,705LKPQ,Canada,QC,48.415212,-68.892907,airport,geomet,MSC
CWQP,POINT PETRE (AUT),CWQP,CWQP,71430,6156559,Canada,ON,43.8395,-77.1515,airport,geomet,MSC
CWQQ,LACOMBE CDA 2,CWQQ,CWQQ,71242,3023722,Canada,AB,52.448986,-113.756766,airport,geomet,MSC
CWQR,ILE AUX PERROQUETS,CWQR,CWQR,71375,7043B79,Canada,QC,50.220664,-64.207262,airport,geomet,MSC
CWQS,KINDAKUN ROCKS (AUT),CWQS,CWQS,71472,1054222,Canada,BC,53.3156,-132.772,airport,geomet,MSC
CWQV,POINTE CLAVEAU,CWQV,CWQV,71189,704607C,Canada,QC,48.260464,-70.114542,airport,geomet,MSC
CWQW,CAPE WHITTLE,CWQW,CWQW,71374,7041100,Canada,QC,50.162833,-60.061603,airport,geomet,MSC
CWQY,HANBURY RIVER,CWQY,CWQY,71963,2202351,Canada,NT,63.590782,-105.154276,airport,geomet,MSC
CWRA,CAPE RACE (AUT),CWRA,CWRA,71800,8401000,Canada,NL,46.660197,-53.075415,airport,geomet,MSC
CWRD,RED EARTH,CWRD,CWRD,71246,3075488,Canada,AB,56.552,-115.2778,airport,geomet,MSC
CWRJ,ROSETOWN EAST,CWRJ,CWRJ,71510,4046884,Canada,SK,51.565288,-107.923609,airport,geomet,MSC
CWRK,BANCROFT AUTO,CWRK,CWRK,71294,616I001,Canada,ON,45.071498,-77.879936,airport,geomet,MSC
CWRM,ROCKY MTN HOUSE (AUT),CWRM,CWRM,71928,3015523,Canada,AB,52.42131,-114.911984,airport,geomet,MSC
CWRN,HART ISLAND (AUT),CWRN,CWRN,71419,8202318,Canada,NS,45.343109,-60.98933,airport,geomet,MSC
CWRO,ROSE SPIT (AUT),CWRO,CWRO,71477,1056869,Canada,BC,54.1591,-131.6613,airport,geomet,MSC
CWRR,ROCK RIVER,CWRR,CWRR,71506,2100935,Canada,YT,66.981266,-136.220922,airport,geomet,MSC
CWRT,CROWSNEST,CWRT,CWRT,71236,3051R4R,Canada,AB,49.627648,-114.481964,airport,geomet,MSC
CWRU,SOLANDER ISLAND (AUT),CWRU,CWRU,71479,1037553,Canada,BC,50.111508,-127.940311,airport,geomet,MSC
CWRV,CAMROSE,CWRV,CWRV,71254,3011240,Canada,AB,53.042863,-112.821616,airport,geomet,MSC
CWRY,MILK RIVER,CWRY,CWRY,71244,3044533,Canada,AB,49.133997,-112.051044,airport,geomet,MSC
CWRZ,CAP-D'ESPOIR,CWRZ,CWRZ,71429,7051050,Canada,QC,48.419409,-64.316844,airport,geomet,MSC
CWSA,Sable Island,CWSA,CWSA,71595,8204703,Canada,NS,43.9294,-59.9597,airport,geomet,NAV CANADA
CWSB,POINT ATKINSON,CWSB,CWSB,71037,1106200,Canada,BC,49.330352,-123.264704,airport,geomet,MSC
CWSD,SUMMERSIDE,CWSD,CWSD,71702,8300596,Canada,PE,46.441269,-63.837379,airport,geomet,MSC
CWSF,CAP-MADELEINE,CWSF,CWSF,71425,7051163,Canada,QC,49.25072,-65.324634,airport,geomet,MSC
CWSG,CAP-CHAT,CWSG,CWSG,71428,705S002,Canada,QC,49.109068,-66.654533,airport,geomet,MSC
CWSK,SQUAMISH AIRPORT,CWSK,CWSK,71207,10476F0,Canada,BC,49.78319,-123.161232,airport,geomet,MSC
CWSL,SALMON ARM CS,CWSL,CWSL,71218,116FRMN,Canada,BC,50.703051,-119.290659,airport,geomet,MSC
CWSN,LONDON CS,CWSN,CWSN,71622,6144478,Canada,ON,43.026833,-81.14875,airport,geomet,MSC
CWSQ,NANGMAGVIK LAKE,CWSQ,CWSQ,71974,2500440,Canada,NT,74.139236,-119.991597,airport,geomet,MSC
CWSR,SPIRITWOOD WEST,CWSR,CWSR,71133,4067723,Canada,SK,53.366186,-107.556173,airport,geomet,MSC
CWSS,ST STEPHEN,CWSS,CWSS,71607,8104935,Canada,NB,45.2102,-67.2529,airport,geomet,MSC
CWST,LA POCATIERE,CWST,CWST,71713,7054096,Canada,QC,47.353955,-70.029211,airport,geomet,MSC
CWSU,SPRAGUE,CWSU,CWSU,71449,5022759,Canada,MB,49.023812,-95.59836,airport,geomet,MSC
CWSV,BLUE RIVER CS,CWSV,CWSV,71883,1160H99,Canada,BC,52.128917,-119.289848,airport,geomet,MSC
CWSW,Sparwood/Elk Valley,CWSW,CWSW,,1157635,Canada,BC,49.8334,-114.884,airport,geomet,NAV CANADA
CWSY,SACHS HARBOUR CLIMATE,CWSY,CWSY,71467,2503648,Canada,NT,71.991598,-125.243112,airport,geomet,MSC
CWSZ,FISHER BRANCH (AUT),CWSZ,CWSZ,71442,50309J6,Canada,MB,51.083421,-97.554481,airport,geomet,MSC
CWTA,MCTAVISH,CWTA,CWTA,71612,7024745,Canada,QC,45.504926,-73.579185,airport,geomet,MSC
CWTD,ROBERTSON LAKE (AUT),CWTD,CWTD,71490,2303610,Canada,NU,65.099298,-102.429464,airport,geomet,MSC
CWTE,SAMBAA K'E,CWTE,CWTE,71166,220CQHR,Canada,NT,60.428916,-121.258611,airport,geomet,MSC
CWTG,POINTE-DES-MONTS,CWTG,CWTG,71427,704F0PN,Canada,QC,49.316667,-67.381165,airport,geomet,MSC
CWTH,Tetsa River,CWTH,CWTH,,1195800,Canada,BC,58.65,-123.95,airport,geomet,NAV CANADA
CWTM,MARTICOT ISLAND,CWTM,CWTM,71692,840KN90,Canada,NL,47.328252,-54.584197,airport,geomet,MSC
CWTN,CAP-TOURMENTE,CWTN,CWTN,71384,7041JG6,Canada,QC,47.0786,-70.7808,airport,geomet,MSC
CWTQ,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,CWTQ,CWTQ,71183,702S006,Canada,QC,45.467803,-73.741886,airport,geomet,MSC
CWTS,SCOTT CDA,CWTS,CWTS,71489,4047240,Canada,SK,52.359879,-108.834815,airport,geomet,MSC
CWTT,LAC MEMPHREMAGOG,CWTT,CWTT,,702CFGG,Canada,QC,45.267642,-72.161687,airport,geomet,MSC
CWTX,ROYAL ISLAND (AUT),CWTX,CWTX,71859,6037201,Canada,ON,49.468506,-94.763124,airport,geomet,MSC
CWTY,TROIS-RIVIERES,CWTY,CWTY,71724,7018562,Canada,QC,46.353632,-72.515573,airport,geomet,MSC
CWUK,CHAPAIS,CWUK,CWUK,71824,7091299,Canada,QC,49.822269,-74.975442,airport,geomet,MSC
CWUM,FARO (AUT),CWUM,CWUM,71949,2100518,Canada,YT,62.210538,-133.384957,airport,geomet,MSC
CWUS,SUMMERLAND CS,CWUS,CWUS,71768,112G8L1,Canada,BC,49.559178,-119.645871,airport,geomet,MSC
CWUT,SHOAL LAKE CS,CWUT,CWUT,71150,5012654,Canada,MB,50.454384,-100.603479,airport,geomet,MSC
CWUX,LA BAIE,CWUX,CWUX,71388,706Q001,Canada,QC,48.29808,-70.9195,airport,geomet,MSC
CWUY,ROUYN,CWUY,CWUY,71734,7086716,Canada,QC,48.245827,-79.0338,airport,geomet,MSC
CWVC,SWIFT CURRENT CDA,CWVC,CWVC,71446,4028060,Canada,SK,50.259963,-107.736532,airport,geomet,MSC
CWVF,SANDHEADS CS,CWVF,CWVF,71209,1107010,Canada,BC,49.105909,-123.303374,airport,geomet,MSC
CWVI,VEGREVILLE,CWVI,CWVI,71458,3016GF0,Canada,AB,53.5053,-112.0978,airport,geomet,MSC
CWVN,VAL MARIE SOUTHEAST,CWVN,CWVN,71137,4038412,Canada,SK,49.058184,-107.585804,airport,geomet,MSC
CWVP,CYPRESS HILLS PARK,CWVP,CWVP,71139,4031999,Canada,SK,49.640903,-109.514718,airport,geomet,MSC
CWVQ,STE-ANNE-DE-BELLEVUE 1,CWVQ,CWVQ,71377,702FHL8,Canada,QC,45.427,-73.92892,airport,geomet,MSC
CWVT,BUFFALO NARROWS (AUT),CWVT,CWVT,71077,4060983,Canada,SK,55.8406,-108.4206,airport,geomet,MSC
CWVU,BRIER ISLAND,CWVU,CWVU,71988,8200604,Canada,NS,44.285664,-66.342409,airport,geomet,MSC
CWVW,GRATES COVE,CWVW,CWVW,71336,840B053,Canada,NL,48.169918,-52.938704,airport,geomet,MSC
CWWA,WEST VANCOUVER AUT,CWWA,CWWA,71784,1108824,Canada,BC,49.347059,-123.193392,airport,geomet,MSC
CWWB,BURLINGTON PIER,CWWB,CWWB,71437,6151061,Canada,ON,43.300458,-79.7916,airport,geomet,MSC
CWWC,COLLINS BAY,CWWC,CWWC,71075,4061620,Canada,SK,58.228968,-103.677934,airport,geomet,MSC
CWWE,WESTERN HEAD,CWWE,CWWE,71411,8206240,Canada,NS,43.99,-64.664167,airport,geomet,MSC
CWWF,WEYBURN,CWWF,CWWF,71452,401HP5R,Canada,SK,49.694566,-103.800814,airport,geomet,MSC
CWWK,WHITE ROCK,CWWK,CWWK,71785,1108910,Canada,BC,49.0181,-122.7839,airport,geomet,MSC
CWWL,BONILLA ISLAND (AUT),CWWL,CWWL,71484,1060R0K,Canada,BC,53.4929,-130.639,airport,geomet,MSC
CWWN,PEAWANUCK (AUT),CWWN,CWWN,71434,6016295,Canada,ON,54.99032,-85.44067,airport,geomet,MSC
CWWO,WILLOW CREEK 1,CWWO,CWWO,71252,306GE70,Canada,AB,53.385436,-118.347672,airport,geomet,MSC
CWWP,WASAGAMING,CWWP,CWWP,71444,5013117,Canada,MB,50.655184,-99.941732,airport,geomet,MSC
CWWQ,Muncho Lake,CWWQ,CWWQ,,1195251,Canada,BC,59.0167,-125.767,airport,geomet,NAV CANADA
CWWS,GEORGE ISLAND (AUT),CWWS,CWWS,71445,5030984,Canada,MB,52.818739,-97.616445,airport,geomet,MSC
CWWZ,PORT WELLER (AUT),CWWZ,CWWZ,71432,6136699,Canada,ON,43.244087,-79.217781,airport,geomet,MSC
CWXA,BOW VALLEY,CWXA,CWXA,71232,3050778,Canada,AB,51.082784,-115.066732,airport,geomet,MSC
CWXB,ROBLIN,CWXB,CWXB,71553,5012469,Canada,MB,51.1833,-101.3628,airport,geomet,MSC
CWXC,ONATCHIWAY,CWXC,CWXC,71387,7065738,Canada,QC,48.894154,-71.03168,airport,geomet,MSC
CWXG,LAST MOUNTAIN CS,CWXG,CWXG,71556,4014156,Canada,SK,51.41568,-105.242431,airport,geomet,MSC
CWXI,FEROLLE POINT (AUT),CWXI,CWXI,71406,8401565,Canada,NL,51.022587,-57.09507,airport,geomet,MSC
CWXL,BOW ISLAND,CWXL,CWXL,71231,3030768,Canada,AB,49.734252,-111.450088,airport,geomet,MSC
CWXN,STAVELY AAFC,CWXN,CWXN,71555,3036099,Canada,AB,50.189713,-113.88878,airport,geomet,MSC
CWXP,PANGNIRTUNG,CWXP,CWXP,71826,2403049,Canada,NU,66.143403,-65.711348,airport,geomet,MSC
CWXS,BAS CARAQUET,CWXS,CWXS,71598,8100467,Canada,NB,47.802436,-64.833488,airport,geomet,MSC
CWYE,OUTLOOK PFRA,CWYE,CWYE,71551,4055736,Canada,SK,51.476096,-107.05424,airport,geomet,MSC
CWYF,THOMSEN RIVER,CWYF,CWYF,71916,2503886,Canada,NT,73.231245,-119.54115,airport,geomet,MSC
CWYH,GAMETI,CWYH,CWYH,71165,2203359,Canada,NT,64.115005,-117.31299,airport,geomet,MSC
CWYI,POOLS ISLAND,CWYI,CWYI,71931,840BR7C,Canada,NL,49.113058,-53.582903,airport,geomet,MSC
CWYJ,VICTORIA UNIVERSITY CS,CWYJ,CWYJ,71783,1018598,Canada,BC,48.45692,-123.304635,airport,geomet,MSC
CWYQ,POINTE-AU-PERE (INRS),CWYQ,CWYQ,71554,7056068,Canada,QC,48.51391,-68.468336,airport,geomet,MSC
CWYW,ARMSTRONG (AUT),CWYW,CWYW,71841,6040325,Canada,ON,50.293575,-88.905397,airport,geomet,MSC
CWYY,OSOYOOS CS,CWYY,CWYY,71215,1125852,Canada,BC,49.028292,-119.441041,airport,geomet,MSC
CWZA,AGASSIZ RCS,CWZA,CWZA,71113,1100119,Canada,BC,49.242801,-121.75975,airport,geomet,MSC
CWZE,CARBERRY CS,CWZE,CWZE,71170,5010547,Canada,MB,49.905637,-99.357092,airport,geomet,MSC
CWZG,BANFF CS,CWZG,CWZG,71122,3050519,Canada,AB,51.193404,-115.55249,airport,geomet,MSC
CWZL,CUMSHEWA ISLAND,CWZL,CWZL,71771,1062251,Canada,BC,53.0303,-131.6014,airport,geomet,MSC
CWZN,SAGONA ISLAND,CWZN,CWZN,71408,8403255,Canada,NL,47.367605,-55.79485,airport,geomet,MSC
CWZO,KELP REEFS,CWZO,CWZO,,1013998,Canada,BC,48.5476,-123.2369,airport,geomet,MSC
CWZQ,GRAND ETANG,CWZQ,CWZQ,73030,8201969,Canada,NS,46.549144,-61.040315,airport,geomet,MSC
CWZR,MARGARET LAKE,CWZR,CWZR,71977,2100697,Canada,YT,68.8006,-140.8475,airport,geomet,MSC
CWZT,DAUPHIN CS,CWZT,CWZT,71550,5040681,Canada,MB,51.100387,-100.057345,airport,geomet,MSC
CWZU,SHEARWATER JETTY,CWZU,CWZU,71330,8205093,Canada,NS,44.627497,-63.522088,airport,geomet,DND
CWZW,TESLIN (AUT),CWZW,CWZW,71045,2101102,Canada,YT,60.174602,-132.733739,airport,geomet,MSC
CWZZ,SAGLEK,CWZZ,CWZZ,71335,8503249,Canada,NL,58.3333,-62.58556,airport,geomet,DND
CXAR,ARVIAT CLIMATE,CXAR,CXAR,71322,2301153,Canada,NU,61.098323,-94.068804,airport,geomet,MSC
CXAT,ARCTIC BAY CS,CXAT,CXAT,71592,2400404,Canada,NU,72.99275,-85.011575,airport,geomet,MSC
