code,name,icao,iata,wmo,msc_id,country,province_territory,lat,lon,station_type,sources_available,data_provider
45002,ATLANTIC TEST 1,,,45002,9300000,Canada,XX,44.7370762423336,-63.6479016571007,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45003,ATLANTIC TEST 2,,,45003,9300001,Canada,XX,44.7370762423336,-63.6479016571007,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45004,WINNIPEG TEST 1,,,45004,9400002,Canada,XX,49.8888768486421,-97.1341794150442,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45005,WINNIPEG TEST 2,,,45005,9400003,Canada,XX,49.8888768486421,-97.1341794150442,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45006,EDMONTON TEST,,,45006,9400004,Canada,XX,53.5331907561507,-113.413539345478,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45007,PACIFIC TEST 1,,,45007,9100000,Canada,XX,49.182312054874,-123.078379399749,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45008,PACIFIC TEST 2,,,45008,9100001,Canada,XX,49.182312054874,-123.078379399749,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45091,FORT FRASER HILLS,45091,45091,,BC_TRAN_45091,Canada,BC,54.05579,-124.4777,airport,geomet,MSC
45092,SPENCER PIT,45092,45092,,BC_TRAN_45092,Canada,BC,54.3456,-124.27644,airport,geomet,MSC
45132,PORT STANLEY,,,45132,9401548,Canada,XX,42.4633,-81.2157,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45135,PRINCE EDWARD PT,,,45135,9401578,Canada,XX,43.7844,-76.8678,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45136,SLATE ISLAND,,,45136,9401810,Canada,XX,48.535,-86.9527,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45137,GEORGIAN BAY,,,45137,9401345,Canada,XX,45.5443,-81.0149,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45138,MONT LOUIS,,,45138,9300620,Canada,XX,49.5391,-65.7107,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45139,WEST LAKE ONTARIO,,,45139,9402248,Canada,XX,43.2514,-79.5342,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45140,LAKE WINNIPEG S. BASIN,,,45140,9401177,Canada,XX,50.7899,-96.7332,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45141,GREAT SLAVE LAKE,,,45141,9400670,Canada,XX,61.1807,-115.3143,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45142,PORT COLBORNE,,,45142,9401542,Canada,XX,42.7367,-79.2899,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45143,SOUTH GEORGIAN BAY,,,45143,9401846,Canada,XX,44.9449,-80.6268,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45144,LAKE WINNIPEG N.,,,45144,9401175,Canada,XX,53.23,-98.29,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45145,LAKE WINNIPEG NARROWS,,,45145,9401176,Canada,XX,51.87,-96.97,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45147,LAKE ST. CLAIR,,,45147,9401138,Canada,XX,42.43,-82.6833,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45148,LAKE OF THE WOODS,,,45148,9401120,Canada,XX,49.6511,-94.5019,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45149,SOUTHERN LAKE HURON (BAYFIELD),,,45149,9401849,Canada,XX,43.5417,-82.0749,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45150,GT. SLAVE LK N. ARM,,,45150,9400671,Canada,XX,61.975,-114.129,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45151,LAKE SIMCOE,,,45151,9401130,Canada,XX,44.5004,-79.3667,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45152,LAKE NIPISSING,,,45152,9401110,Canada,XX,46.233,-79.7155,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45154,NORTH CHANNEL EAST,,,45154,9401342,Canada,XX,46.0507,-82.6373,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45155,PAN AM GAMES,,,45155,9401510,Canada,XX,43.5897,-79.39,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
45159,NW LAKE ONTARIO AJAX,,,45159,9401347,Canada,XX,43.7667,-78.9836,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
452,Fraser Lake Endako Mines_60,452,452,,BC_ENV-AQ_452,Canada,BC,54.034444,-125.095833,airport,geomet,MSC
4600303,Southern Georgia Strait,,,4600303,9102000,Canada,XX,49.025,-123.43,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
4600304,Entrance to English Bay,,,4600304,9102001,Canada,XX,49.301667,-123.35667,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46004,MIDDLE NOMAD,,,46004,9100600,Canada,XX,50.9305,-136.0953,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46036,SOUTH NOMAD,,,46036,9100640,Canada,XX,48.355,-133.9383,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46094,CHAPPEL CREEK,46094,46094,,BC_TRAN_46094,Canada,BC,52.38556,-119.18008,airport,geomet,MSC
46127,ROBSON ROADSIDE,46127,46127,,BC_TRAN_46127,Canada,BC,53.03303,-119.2003,airport,geomet,MSC
46131,SENTRY SHOAL,,,46131,9100624,Canada,XX,49.9067,-124.9858,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46132,SOUTH BROOKS,,,46132,9101624,Canada,XX,49.7383,-127.9317,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46134,PAT BAY,,,46134,9100620,Canada,XX,48.6483,-123.495,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46145,CENTRAL DIXON ENTRANCE,,,46145,9100280,Canada,XX,54.3667,-132.4439,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46146,HALIBUT BANK,,,46146,9100552,Canada,XX,49.34,-123.7267,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46147,SOUTH MORESBY,,,46147,9100637,Canada,XX,51.8283,-131.225,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46181,NANAKWA SHOAL,,,46181,9100610,Canada,XX,53.8333,-128.8317,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46183,NORTH HECATE STRAIT,,,46183,9100585,Canada,XX,53.6167,-131.105,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46184,NORTH NOMAD,,,46184,9100614,Canada,XX,53.915,-138.8508,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46185,SOUTH HECATE STRAIT,,,46185,9100631,Canada,XX,52.425,-129.7917,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46191,Yellowhead,46191,46191,,BC_TRAN_46191,Canada,BC,52.88428,-118.46087,airport,geomet,MSC
46204,WEST SEA OTTER,,,46204,9100888,Canada,XX,51.3835,-128.7668,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46205,WEST DIXON ENTRANCE,,,46205,9100795,Canada,XX,54.185,-134.323,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46206,LA PEROUSE BANK,,,46206,9100580,Canada,XX,48.835,-125.9983,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46207,EAST DELLWOOD,,,46207,9100340,Canada,XX,50.8742,-129.9158,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
46208,WEST MORESBY,,,46208,9100818,Canada,XX,52.515,-132.6925,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
464,Farmington Community Hall Met_60,464,464,,BC_ENV-AQ_464,Canada,BC,55.9132,-120.5316,airport,geomet,MSC
469,Fort St John Key Learning Centre,469,469,,BC_ENV-AQ_469,Canada,BC,56.244722,-120.856111,airport,geomet,MSC
47091,LEE'S HILL,47091,47091,,BC_TRAN_47091,Canada,BC,51.93747,-122.98586,airport,geomet,MSC
47092,ENTERPRISE,47092,47092,,BC_TRAN_47092,Canada,BC,51.96181,-121.79314,airport,geomet,MSC
47094,BULL MOUNTAIN ROAD,47094,47094,,BC_TRAN_47094,Canada,BC,52.24473,-122.11796,airport,geomet,MSC
47121,BELLA COOLA,47121,47121,,BC_TRAN_47121,Canada,BC,52.35569,-126.77178,airport,geomet,MSC
47122,HECKMAN PASS,47122,47122,,BC_TRAN_47122,Canada,BC,52.4347,-125.87449,airport,geomet,MSC
47123,BELLA COOLA PRECIP,47123,47123,,BC_TRAN_47123,Canada,BC,52.37055,-126.75435,airport,geomet,MSC
473,Terrace Skeena Middle School_60,473,473,,BC_ENV-AQ_473,Canada,BC,54.5217,-128.6075,airport,geomet,MSC
474,FROTH (WIND),474,474,,BC_WMB_474,Canada,BC,52.0105,-119.25502,airport,geomet,MSC
48021,TUKTOYAKTUK,,,48021,2203915,Canada,XX,70.35,-133.0,marine,geomet,Environment and Climate Change Canada (ECCC) in support of Ocean Protection Plan.
491,Squamish Elementary,491,491,,BC_ENV-AQ_491,Canada,BC,49.7052,-123.1513,airport,geomet,MSC
4A02P,Pine Pass,4A02P,4A02P,,BC-ENV-ASW_4A02P,Canada,BC,55.353,-122.6373333,airport,geomet,MSC
4A03P,Ware Upper,4A03P,4A03P,,BC-ENV-ASW_4A03P,Canada,BC,57.3961806,-125.7004694,airport,geomet,MSC
4A04P,Ware Lower,4A04P,4A04P,,BC-ENV-ASW_4A04P,Canada,BC,57.4075556,-125.6773389,airport,geomet,MSC
4A09P,Pulpit Lake,4A09P,4A09P,,BC-ENV-ASW_4A09P,Canada,BC,57.5485833,-126.7483139,airport,geomet,MSC
4A13P,Philip Lake,4A13P,4A13P,,BC-ENV-ASW_4A13P,Canada,BC,55.1238,-123.897927,airport,geomet,MSC
4A18P,Mount Sheba,4A18P,4A18P,,BC-ENV-ASW_4A18P,Canada,BC,54.5266667,-121.8041667,airport,geomet,MSC
4A20P,Monkman Creek,4A20P,4A20P,,BC-ENV-ASW_4A20P,Canada,BC,54.7252806,-121.2316972,airport,geomet,MSC
4A27P,Kwadacha North,4A27P,4A27P,,BC-ENV-ASW_4A27P,Canada,BC,57.623333,-125.073167,airport,geomet,MSC
4A30P,Aiken Lake,4A30P,4A30P,,BC-ENV-ASW_4A30P,Canada,BC,56.43686,-125.7417,airport,geomet,MSC
4A31P,Crying Girl Prairie,4A31P,4A31P,,BC-ENV-ASW_4A31P,Canada,BC,56.3858611,-122.8928333,airport,geomet,MSC
4A33P,Muskwa-Kechika,4A33P,4A33P,,BC-ENV-ASW_4A33P,Canada,BC,56.7813889,-123.1063889,airport,geomet,MSC
4A34P,Dowling Creek,4A34P,4A34P,,BC-ENV-ASW_4A34P,Canada,BC,55.8250833,-122.43625,airport,geomet,MSC
4A35P,Germansen Landing,4A35P,4A35P,,BC-ENV-ASW_4A35P,Canada,BC,55.7855278,-124.7014444,airport,geomet,MSC
4A36P,Parsnip Upper,4A36P,4A36P,,BC-ENV-ASW_4A36P,Canada,BC,54.6055556,-122.1375833,airport,geomet,MSC
4A37P,McQue Terrace,4A37P,4A37P,,BC-ENV-ASW_4A37P,Canada,BC,56.9815,-123.4041667,airport,geomet,MSC
4A38P,Horn Creek,4A38P,4A38P,,BC-ENV-ASW_4A38P,Canada,BC,56.734766,-123.606,airport,geomet,MSC
4A40P,Crocker Creek,4A40P,4A40P,,BC-ENV-ASW_4A40P,Canada,BC,54.93481,-122.18292,airport,geomet,MSC
4B02P,Johanson Lake,4B02P,4B02P,,BC-ENV-ASW_4B02P,Canada,BC,56.605415,-126.19401,airport,geomet,MSC
4B12P,Granduc Mine,4B12P,4B12P,,BC-ENV-ASW_4B12P,Canada,BC,56.2467,-130.0662,airport,geomet,MSC
4B15P,Lu Lake,4B15P,4B15P,,BC-ENV-ASW_4B15P,Canada,BC,54.19683,-126.3041,airport,geomet,MSC
4B16P,Shedin Creek,4B16P,4B16P,,BC-ENV-ASW_4B16P,Canada,BC,55.861653,-127.69842,airport,geomet,MSC
4B17P,Tsai Creek,4B17P,4B17P,,BC-ENV-ASW_4B17P,Canada,BC,54.645906,-127.674272,airport,geomet,MSC
4B18P,Cedar-Kiteen,4B18P,4B18P,,BC-ENV-ASW_4B18P,Canada,BC,55.152028,-128.711028,airport,geomet,MSC
4C01P,Sikanni Lake,4C01P,4C01P,,BC-ENV-ASW_4C01P,Canada,BC,57.2637556,-124.1319806,airport,geomet,MSC
4C20P,Sierra Climate,4C20P,4C20P,,BC-ENV-ASW_4C20P,Canada,BC,58.838191,-121.396516,airport,geomet,MSC
4C21P,Two Island Climate,4C21P,4C21P,,BC-ENV-ASW_4C21P,Canada,BC,59.344647,-122.085922,airport,geomet,MSC
4D10P,Tumeka Creek,4D10P,4D10P,,BC-ENV-ASW_4D10P,Canada,BC,57.238829,-129.706672,airport,geomet,MSC
4D11P,Kinaskan Lake,4D11P,4D11P,,BC-ENV-ASW_4D11P,Canada,BC,57.57869,-130.262739,airport,geomet,MSC
4D16P,Forrest Kerr Mid Elevation Snow,4D16P,4D16P,,BC-ENV-ASW_4D16P,Canada,BC,56.753333,-130.691111,airport,geomet,MSC
4D17P,Forrest Kerr High Elevation Snow,4D17P,4D17P,,BC-ENV-ASW_4D17P,Canada,BC,56.758889,-130.746389,airport,geomet,MSC
5,Mountainview,5,5,,NL-DFFA_005,Canada,NL,47.962528,-58.957917,airport,geomet,MSC
503,BAKER EAST/WEST HUB,503,503,,BC_WMB_503,Canada,BC,49.45616,-115.62633,airport,geomet,MSC
509,BEGBIE SF,509,509,,BC_WMB_509,Canada,BC,51.4733333,-121.36,airport,geomet,MSC
51124,WINDY POINT UPPER,51124,51124,,BC_TRAN_51124,Canada,BC,56.12057,-129.52755,airport,geomet,MSC
51125,DISRAELI,51125,51125,,BC_TRAN_51125,Canada,BC,56.09972,-129.75167,airport,geomet,MSC
51126,ENDGOAL,51126,51126,,BC_TRAN_51126,Canada,BC,56.09987,-129.51218,airport,geomet,MSC
51127,SUMMIT SLUFF WIND,51127,51127,,BC_TRAN_51127,Canada,BC,56.10631,-129.65389,airport,geomet,MSC
51128,KETTLE HOLE,51128,51128,,BC_TRAN_51128,Canada,BC,56.10347,-129.63297,airport,geomet,MSC
51129,STEWART,51129,51129,,BC_TRAN_51129,Canada,BC,55.94808,-129.98264,airport,geomet,MSC
51137,Windy Point Lower Snow,51137,51137,,BC_TRAN_51137,Canada,BC,56.11024,-129.51527,airport,geomet,MSC
51191,CRANBERRY JUNCTION,51191,51191,,BC_TRAN_51191,Canada,BC,55.63222,-128.67278,airport,geomet,MSC
51193,GITANYOW,51193,51193,,BC_TRAN_51193,Canada,BC,55.24679,-128.05074,airport,geomet,MSC
52091,LEGATE CREEK,52091,52091,,BC_TRAN_52091,Canada,BC,54.74639,-128.26111,airport,geomet,MSC
52092,ROSSWOOD,52092,52092,,BC_TRAN_52092,Canada,BC,54.93722,-128.89361,airport,geomet,MSC
52093,ONION LAKE,52093,52093,,BC_TRAN_52093,Canada,BC,54.30222,-128.53778,airport,geomet,MSC
52322,KASIKS HIGH,52322,52322,,BC_TRAN_52322,Canada,BC,54.30161,-129.44333,airport,geomet,MSC
52325,KASIKS LOW,52325,52325,,BC_TRAN_52325,Canada,BC,54.30361,-129.41833,airport,geomet,MSC
52326,SALVUS,52326,52326,,BC_TRAN_52326,Canada,BC,54.31444,-129.35361,airport,geomet,MSC
52391,RAINBOW EAST,52391,52391,,BC_TRAN_52391,Canada,BC,54.20842,-129.98169,airport,geomet,MSC
52401,SHAMES,52401,52401,,BC_TRAN_52401,Canada,BC,54.48497,-128.95586,airport,geomet,MSC
52521,IKNOUK,52521,52521,,BC_TRAN_52521,Canada,BC,55.01033,-129.77636,airport,geomet,MSC
52522,IKNOUK ROAD,52522,52522,,BC_TRAN_52522,Canada,BC,55.00186,-129.88126,airport,geomet,MSC
52591,GRIZZLY HILL,52591,52591,,BC_TRAN_52591,Canada,BC,55.01849,-129.61817,airport,geomet,MSC
528,Prince George Exploration Place,528,528,,BC_ENV-AQ_528,Canada,BC,53.9051,-122.734,airport,geomet,MSC
53122,SNOWBANK MID,53122,53122,,BC_TRAN_53122,Canada,BC,56.77667,-129.97253,airport,geomet,MSC
53123,GAMMA,53123,53123,,BC_TRAN_53123,Canada,BC,56.94667,-130.10694,airport,geomet,MSC
53125,SNOWBANK ROAD,53125,53125,,BC_TRAN_53125,Canada,BC,56.75389,-129.935,airport,geomet,MSC
53126,CARL'S CORNER,53126,53126,,BC_TRAN_53126,Canada,BC,56.92867,-130.0905,airport,geomet,MSC
53127,GAMMA HIGH,53127,53127,,BC_TRAN_53127,Canada,BC,56.95083,-130.095,airport,geomet,MSC
53128,REVISION,53128,53128,,BC_TRAN_53128,Canada,BC,56.79544,-129.97519,airport,geomet,MSC
53129,Dease Lake,53129,53129,,BC_TRAN_53129,Canada,BC,58.43425,-129.98617,airport,geomet,MSC
53131,NORTH BURRAGE,53131,53131,,BC_TRAN_53131,Canada,BC,57.30477,-130.25056,airport,geomet,MSC
53221,JADE CITY,53221,53221,,BC_TRAN_53221,Canada,BC,59.24917,-129.65722,airport,geomet,MSC
53222,JADE CITY WIND,53222,53222,,BC_TRAN_53222,Canada,BC,59.25861,-129.61833,airport,geomet,MSC
53321,TELEGRAPH,53321,53321,,BC_TRAN_53321,Canada,BC,57.91278,-131.13111,airport,geomet,MSC
54091,HUNGRY HILL,54091,54091,,BC_TRAN_54091,Canada,BC,54.48194,-126.74361,airport,geomet,MSC
54092,TROUT CREEK,54092,54092,,BC_TRAN_54092,Canada,BC,54.94143,-127.3261,airport,geomet,MSC
542,Duncan College Street,542,542,,BC_ENV-AQ_542,Canada,BC,48.786114,-123.717307,airport,geomet,MSC
543,Skookumchuck Farstad Way_60,543,543,,BC_ENV-AQ_543,Canada,BC,49.905404,-115.755613,airport,geomet,MSC
546,Prince Rupert Fairview,546,546,,BC_ENV-AQ_546,Canada,BC,54.292637,-130.35242,airport,geomet,MSC
549,Williams Lake Columneetza School_60,549,549,,BC_ENV-AQ_549,Canada,BC,52.1443,-122.1504,airport,geomet,MSC
550,Cranbrook Muriel Baxter,550,550,,BC_ENV-AQ_550,Canada,BC,49.507103,-115.753682,airport,geomet,MSC
55091,STEARNS,55091,55091,,BC_TRAN_55091,Canada,BC,54.19167,-125.53639,airport,geomet,MSC
55092,6 MILE HILL,55092,55092,,BC_TRAN_55092,Canada,BC,54.45944,-126.1961,airport,geomet,MSC
56,Grand Forks Airport Met_60,56,56,,BC_ENV-AQ_56,Canada,BC,49.0147,-118.4269,airport,geomet,MSC
563,Smithers Muheim Memorial_60,563,563,,BC_ENV-AQ_563,Canada,BC,54.7784861,-127.168542,airport,geomet,MSC
564,Crofton Elementary,564,564,,BC_ENV-AQ_564,Canada,BC,48.86,-123.6438889,airport,geomet,MSC
571,Kelowna KLO Road,571,571,,BC_ENV-AQ_571,Canada,BC,49.862119,-119.467461,airport,geomet,MSC
576,Kitimat Industrial Ave,576,576,,BC_ENV-AQ_576,Canada,BC,54.061,-128.688,airport,geomet,MSC
579,Willow Creek Mine,579,579,,BC_ENV-AQ_579,Canada,BC,55.6355,-122.235639,airport,geomet,MSC
580,Taylor South Hill,580,580,,BC_ENV-AQ_580,Canada,BC,56.105871,-120.662779,airport,geomet,MSC
582,Taylor Farm 247 Road,582,582,,BC_ENV-AQ_582,Canada,BC,56.1532,-120.61,airport,geomet,MSC
583,Quesnel Johnston Avenue,583,583,,BC_ENV-AQ_583,Canada,BC,52.969061,-122.494031,airport,geomet,MSC
585,Elkford Rocky Mountain Elementary School,585,585,,BC_ENV-AQ_585,Canada,BC,50.0077944,-114.93342,airport,geomet,MSC
587,Warfield Haley Park Met_60,587,587,,BC_ENV-AQ_587,Canada,BC,49.097286,-117.74366,airport,geomet,MSC
59,CEDAR,59,59,,BC_WMB_59,Canada,BC,49.04762,-123.87473,airport,geomet,MSC
590,Willow Flats Compressor Station 2,590,590,,BC_ENV-AQ_590,Canada,BC,55.6478,-122.2039,airport,geomet,MSC
599,Penticton Debeck Road,599,599,,BC_ENV-AQ_599,Canada,BC,49.4914,-119.5715,airport,geomet,MSC
6,Sitting Horse,6,6,,NL-DFFA_006,Canada,NL,49.646861,-56.411139,airport,geomet,MSC
60,Harmac Pacific Met_60,60,60,,BC_ENV-AQ_60,Canada,BC,49.1352,-123.8475,airport,geomet,MSC
62091,MALAHAT,62091,62091,,BC_TRAN_62091,Canada,BC,48.56794,-123.54176,airport,geomet,MSC
63021,CAMERON LAKE,63021,63021,,BC_TRAN_63021,Canada,BC,49.28907,-124.61096,airport,geomet,MSC
63022,MT UNDERWOOD,63022,63022,,BC_TRAN_63022,Canada,BC,49.14239,-124.78431,airport,geomet,MSC
63093,COCHRANE,63093,63093,,BC_TRAN_63093,Canada,BC,49.37056,-124.61611,airport,geomet,MSC
63094,KENNEDY LAKE,63094,63094,,BC_TRAN_63094,Canada,BC,49.10056,-125.4525,airport,geomet,MSC
64091,TSITIKA SUMMIT,64091,64091,,BC_TRAN_64091,Canada,BC,50.28236,-126.35528,airport,geomet,MSC
64092,MENZIES HILL,64092,64092,,BC_TRAN_64092,Canada,BC,50.17186,-125.4792,airport,geomet,MSC
64093,NORTH COURTENAY,64093,64093,,BC_TRAN_64093,Canada,BC,49.83003,-125.19006,airport,geomet,MSC
654,HOLY CROSS 2,654,654,,BC_WMB_654,Canada,BC,53.93597,-124.77672,airport,geomet,MSC
67,HAIG CAMP,67,67,,BC_WMB_67,Canada,BC,49.3806,-121.52597,airport,geomet,MSC
7,Red Indian Lake,7,7,,NL-DFFA_007,Canada,NL,48.836167,-56.548639,airport,geomet,MSC
72,UBC RESEARCH,72,72,,BC_WMB_72,Canada,BC,49.2645,-122.57328,airport,geomet,MSC
75,Kitimat Haul Road Met_60,75,75,,BC_ENV-AQ_75,Canada,BC,54.0292,-128.7027,airport,geomet,MSC
77,Kitimat Riverlodge,77,77,,BC_ENV-AQ_77,Canada,BC,54.05389,-128.671436,airport,geomet,MSC
788,ROUND PRAIRIE,788,788,,BC_WMB_788,Canada,BC,50.0867,-114.8997,airport,geomet,MSC
789,NEGRO CREEK,789,789,,BC_WMB_789,Canada,BC,49.4539,-115.9872,airport,geomet,MSC
790,WHITE RIVER,790,790,,BC_WMB_790,Canada,BC,50.185,-115.266,airport,geomet,MSC
791,CHERRY LAKE,791,791,,BC_WMB_791,Canada,BC,49.188,-115.542,airport,geomet,MSC
793,CARIBOO CREEK,793,793,,BC_WMB_793,Canada,BC,51.1767,-117.2303,airport,geomet,MSC
8,Victoria Topaz Met_60,8,8,,BC_ENV-AQ_8,Canada,BC,48.4419,-123.3632,airport,geomet,MSC
80,Kitimat Whitesail Met_60,80,80,,BC_ENV-AQ_80,Canada,BC,54.0669,-128.6391,airport,geomet,MSC
82,SCAR CREEK,82,82,,BC_WMB_82,Canada,BC,51.18908,-125.02807,airport,geomet,MSC
8200,Chignecto,8200,8200,,NS-DLF_8200,Canada,NS,45.603,-64.351,airport,geomet,MSC
8201,Coxheath,8201,8201,,NS-DLF_8201,Canada,NS,46.106,-60.275,airport,geomet,MSC
8202,East Kemptville,8202,8202,,NS-DLF_8202,Canada,NS,44.08,-65.778,airport,geomet,MSC
8203,Economy Lake,8203,8203,,NS-DLF_8203,Canada,NS,45.488,-63.802,airport,geomet,MSC
8204,Falkland Ridge,8204,8204,,NS-DLF_8204,Canada,NS,44.662,-64.851,airport,geomet,MSC
8205,Grand River Falls,8205,8205,,NS-DLF_8205,Canada,NS,45.669,-60.653,airport,geomet,MSC
8206,Keizer Meadows,8206,8206,,NS-DLF_8206,Canada,NS,44.728,-64.221,airport,geomet,MSC
8207,Indian Falls,8207,8207,,NS-DLF_8207,Canada,NS,44.272,-65.272,airport,geomet,MSC
8208,Keppoch Mountain,8208,8208,,NS-DLF_8208,Canada,NS,45.476,-62.099,airport,geomet,MSC
8209,Lawrencetown,8209,8209,,NS-DLF_8209,Canada,NS,44.89,-65.168,airport,geomet,MSC
8210,MacLeod Settlement,8210,8210,,NS-DLF_8210,Canada,NS,45.926,-61.338,airport,geomet,MSC
8211,Margaree,8211,8211,,NS-DLF_8211,Canada,NS,46.331,-61.002,airport,geomet,MSC
8212,Marinette,8212,8212,,NS-DLF_8212,Canada,NS,44.969,-62.663,airport,geomet,MSC
8213,McLellans Brook,8213,8213,,NS-DLF_8213,Canada,NS,45.563,-62.61,airport,geomet,MSC
8214,Meaghers Hill,8214,8214,,NS-DLF_8214,Canada,NS,45.491,-61.527,airport,geomet,MSC
8215,Milton,8215,8215,,NS-DLF_8215,Canada,NS,44.184,-64.825,airport,geomet,MSC
8216,Norman Tower,8216,8216,,NS-DLF_8216,Canada,NS,46.429,-60.679,airport,geomet,MSC
8217,North Mountain,8217,8217,,NS-DLF_8217,Canada,NS,46.818,-60.671,airport,geomet,MSC
8218,Onslow Mountain,8218,8218,,NS-DLF_8218,Canada,NS,45.428,-63.343,airport,geomet,MSC
8219,Oxford,8219,8219,,NS-DLF_8219,Canada,NS,45.765,-63.963,airport,geomet,MSC
8220,Pockwock,8220,8220,,NS-DLF_8220,Canada,NS,44.774,-63.838,airport,geomet,MSC
8221,Porters Lake,8221,8221,,NS-DLF_8221,Canada,NS,44.79,-63.287,airport,geomet,MSC
8222,Shubenacadie,8222,8222,,NS-DLF_8222,Canada,NS,45.094,-63.396,airport,geomet,MSC
8223,South Alton,8223,8223,,NS-DLF_8223,Canada,NS,45.009,-64.538,airport,geomet,MSC
8224,South Range,8224,8224,,NS-DLF_8224,Canada,NS,44.496,-65.769,airport,geomet,MSC
8225,Stanley,8225,8225,,NS-DLF_8225,Canada,NS,45.093,-63.92,airport,geomet,MSC
8226,Stillwater,8226,8226,,NS-DLF_8226,Canada,NS,45.189,-61.983,airport,geomet,MSC
8227,Trafalgar,8227,8227,,NS-DLF_8227,Canada,NS,45.28,-62.631,airport,geomet,MSC
8228,Upper Ohio,8228,8228,,NS-DLF_8228,Canada,NS,43.949,-65.397,airport,geomet,MSC
8229,West Clifford,8229,8229,,NS-DLF_8229,Canada,NS,44.426,-64.758,airport,geomet,MSC
8230,West Tatamagouche,8230,8230,,NS-DLF_8230,Canada,NS,45.69637697,-63.39892407,airport,geomet,MSC
832,CHURN CREEK,832,832,,BC_WMB_832,Canada,BC,51.40272,-122.32017,airport,geomet,MSC
836,AUGUST LAKE,836,836,,BC_WMB_836,Canada,BC,49.43348,-120.45712,airport,geomet,MSC
838,AKOKLI CREEK,838,838,,BC_WMB_838,Canada,BC,49.4358,-116.7464,airport,geomet,MSC
865,BRISCO,865,865,,BC_WMB_865,Canada,BC,50.8193,-116.2449,airport,geomet,MSC
866,BLAEBERRY,866,866,,BC_WMB_866,Canada,BC,51.4357,-117.0571,airport,geomet,MSC
